date,index_code,index_name,close,pe_ttm,pe_static,pb,dividend_yield,bond_yield
2023-05-18,000015,上证红利,3102.9100,5.8600,5.8500,0.6700,8.8745,2.7184
2023-05-19,000015,上证红利,3059.5400,5.7800,5.7600,0.6600,9.0081,2.7151
2023-05-22,000015,上证红利,3048.7800,5.7800,5.7700,0.6600,9.0081,2.7132
2023-05-23,000015,上证红利,3011.5400,5.6500,5.6400,0.6400,9.2083,2.6962
2023-05-24,000015,上证红利,2967.5700,5.4900,5.4800,0.6200,9.4506,2.7037
2023-05-25,000015,上证红利,2950.1300,5.4700,5.4600,0.6200,9.4672,2.7065
2023-05-26,000015,上证红利,2977.6200,5.5300,5.5100,0.6300,9.4011,2.7205
2023-05-29,000015,上证红利,3005.9200,5.6100,5.6000,0.6400,9.2717,2.6950
2023-05-30,000015,上证红利,2997.4900,5.5700,5.5600,0.6300,9.3521,2.7000
2023-05-31,000015,上证红利,2967.1700,5.5200,5.5100,0.6300,9.4340,2.6850
2023-06-01,000015,上证红利,2958.4300,5.5200,5.5000,0.6300,9.4340,2.6825
2023-06-02,000015,上证红利,2960.2800,5.5200,5.5100,0.6300,9.4011,2.6951
2023-06-05,000015,上证红利,2977.6700,5.6200,5.6000,0.6400,9.2717,2.6926
2023-06-06,000015,上证红利,2960.5500,5.6200,5.6100,0.6400,9.2557,2.6826
2023-06-07,000015,上证红利,2991.0800,5.6700,5.6600,0.6400,9.1769,2.6827
2023-06-08,000015,上证红利,3016.8600,5.7800,5.7600,0.6600,9.0081,2.6822
2023-06-09,000015,上证红利,2998.9800,5.7400,5.7300,0.6500,9.0535,2.6703
2023-06-12,000015,上证红利,2971.8900,5.6600,5.6400,0.6400,9.1925,2.6704
2023-06-13,000015,上证红利,2967.5200,5.6700,5.6500,0.6400,9.1769,2.6227
2023-06-14,000015,上证红利,2945.2300,5.5700,5.5600,0.6400,9.3198,2.6178
2023-06-15,000015,上证红利,2945.6800,5.5900,5.5800,0.6400,9.2717,2.6482
2023-06-16,000015,上证红利,2935.9100,5.5600,5.5500,0.6300,9.3198,2.6626
2023-06-19,000015,上证红利,2899.4000,5.5000,5.4900,0.6300,9.4340,2.6876
2023-06-20,000015,上证红利,2870.9100,5.4500,5.4400,0.6200,9.5006,2.6751
2023-06-21,000015,上证红利,2843.6600,5.4500,5.4400,0.6200,9.5174,2.6701
2023-06-26,000015,上证红利,2802.5800,5.3700,5.3600,0.6100,9.6711,2.6677
2023-06-27,000015,上证红利,2852.1800,5.4600,5.4500,0.6200,9.5174,2.6676
2023-06-28,000015,上证红利,2870.3700,5.4700,5.4600,0.6200,9.4839,2.6651
2023-06-29,000015,上证红利,2865.4300,5.4400,5.4300,0.6200,9.5342,2.6526
2023-06-30,000015,上证红利,2862.2200,5.4900,5.4800,0.6300,9.4672,2.6351
2023-07-03,000015,上证红利,2895.2300,5.5800,5.5600,0.6400,9.3198,2.6402
2023-07-04,000015,上证红利,2871.6100,5.5200,5.5100,0.6300,9.4011,2.6477
2023-07-05,000015,上证红利,2869.1200,5.4900,5.4800,0.6300,9.4672,2.6402
2023-07-06,000015,上证红利,2847.8300,5.4500,5.4400,0.6200,9.5511,2.6392
2023-07-07,000015,上证红利,2860.2600,5.4500,5.4400,0.6300,9.5174,2.6403
2023-07-10,000015,上证红利,2875.2600,5.4600,5.4500,0.6300,9.5342,2.6403
2023-07-11,000015,上证红利,2874.2300,5.4900,5.4800,0.6300,9.4839,2.6353
2023-07-12,000015,上证红利,2841.8700,5.4500,5.4400,0.6300,9.5511,2.6378
2023-07-13,000015,上证红利,2869.9900,5.5300,5.5200,0.6400,9.4175,2.6413
2023-07-14,000015,上证红利,2877.8200,5.4800,5.4700,0.6400,9.4011,2.6444
2023-07-17,000015,上证红利,2841.2400,5.3300,5.3200,0.6300,9.7588,2.6364
2023-07-18,000015,上证红利,2834.4800,5.2600,5.2500,0.6200,9.9023,2.6234
2023-07-19,000015,上证红利,2845.3100,5.2800,5.2700,0.6200,9.8841,2.6233
2023-07-20,000015,上证红利,2830.1000,5.2600,5.2500,0.6200,9.9205,2.6214
2023-07-21,000015,上证红利,2833.3900,5.2600,5.2500,0.6200,9.9205,2.6079
2023-07-24,000015,上证红利,2831.2800,5.2500,5.2400,0.6200,9.9388,2.5934
2023-07-25,000015,上证红利,2874.9800,5.3500,5.3400,0.6300,9.7411,2.6630
2023-07-26,000015,上证红利,2877.8900,5.3300,5.3200,0.6300,9.7588,2.6430
2023-07-27,000015,上证红利,2884.5000,5.3800,5.3700,0.6400,9.6885,2.6395
2023-07-28,000015,上证红利,2937.8600,5.4800,5.4700,0.6500,9.5174,2.6533
2023-07-31,000015,上证红利,2952.2500,5.4800,5.4700,0.6500,9.5174,2.6597
2023-08-01,000015,上证红利,2957.3400,5.4900,5.4800,0.6500,9.5006,2.6607
2023-08-02,000015,上证红利,2920.2500,5.3600,5.3500,0.6300,9.7060,2.6525
2023-08-03,000015,上证红利,2932.8200,5.4000,5.3900,0.6400,9.6365,2.6435
2023-08-04,000015,上证红利,2923.2300,5.4100,5.4000,0.6400,9.6365,2.6469
2023-08-07,000015,上证红利,2898.8200,5.3700,5.3600,0.6400,9.6885,2.6462
2023-08-08,000015,上证红利,2893.4700,5.3500,5.3400,0.6300,9.7235,2.6454
2023-08-09,000015,上证红利,2881.6900,5.3600,5.3500,0.6300,9.7060,2.6461
2023-08-10,000015,上证红利,2893.9900,5.3700,5.3600,0.6400,9.6885,2.6475
2023-08-11,000015,上证红利,2850.5900,5.2900,5.2800,0.6300,9.8480,2.6381
2023-08-14,000015,上证红利,2849.2100,5.2400,5.2400,0.6200,9.9205,2.6212
2023-08-15,000015,上证红利,2872.3300,5.3200,5.3100,0.6300,9.7765,2.5759
2023-08-16,000015,上证红利,2869.5000,5.3100,5.3000,0.6300,9.7942,2.5649
2023-08-17,000015,上证红利,2868.7700,5.2800,5.2800,0.6300,9.8480,2.5678
2023-08-18,000015,上证红利,2864.2200,5.3000,5.2900,0.6300,9.8300,2.5639
2023-08-21,000015,上证红利,2839.3300,5.2400,5.2300,0.6200,9.9572,2.5403
2023-08-22,000015,上证红利,2867.5700,5.3200,5.3100,0.6300,9.8121,2.5564
2023-08-23,000015,上证红利,2869.2600,5.3500,5.3300,0.6300,9.7765,2.5535
2023-08-24,000015,上证红利,2850.9700,5.2800,5.2800,0.6200,9.8480,2.5543
2023-08-25,000015,上证红利,2859.5100,5.3200,5.3200,0.6300,9.7942,2.5702
2023-08-28,000015,上证红利,2894.3400,5.4500,5.4000,0.6300,9.6365,2.5837
2023-08-29,000015,上证红利,2893.8900,5.3800,5.3300,0.6300,9.7588,2.5700
2023-08-30,000015,上证红利,2864.0300,5.3300,5.3000,0.6200,9.8300,2.5600
2023-08-31,000015,上证红利,2834.3500,5.3700,5.2800,0.6100,9.8660,2.5575
2023-09-01,000015,上证红利,2863.1100,5.3800,5.2900,0.6100,9.8300,2.5850
2023-09-04,000015,上证红利,2908.8200,5.4500,5.3700,0.6200,9.6885,2.6124
2023-09-05,000015,上证红利,2884.0400,5.4300,5.3400,0.6200,9.7411,2.6150
2023-09-06,000015,上证红利,2884.0900,5.4400,5.3500,0.6200,9.7235,2.6375
2023-09-07,000015,上证红利,2876.8800,5.4400,5.3500,0.6200,9.7235,2.6350
2023-09-08,000015,上证红利,2853.3100,5.4000,5.3200,0.6100,9.7942,2.6375
2023-09-11,000015,上证红利,2876.5100,5.4100,5.3300,0.6200,9.7765,2.6300
2023-09-12,000015,上证红利,2870.7400,5.4100,5.3200,0.6100,9.7765,2.6230
2023-09-13,000015,上证红利,2886.4200,5.4300,5.3500,0.6200,9.7411,2.6150
2023-09-14,000015,上证红利,2924.0500,5.5100,5.4300,0.6300,9.6022,2.6075
2023-09-15,000015,上证红利,2916.4500,5.4600,5.3800,0.6200,9.6885,2.6400
2023-09-18,000015,上证红利,2921.9600,5.4700,5.3800,0.6200,9.6885,2.6500
2023-09-19,000015,上证红利,2946.4500,5.5300,5.4400,0.6300,9.5851,2.6625
2023-09-20,000015,上证红利,2950.6400,5.5600,5.4800,0.6300,9.5342,2.6650
2023-09-21,000015,上证红利,2934.1900,5.5400,5.4600,0.6300,9.5681,2.6576
2023-09-22,000015,上证红利,2945.6000,5.5800,5.4900,0.6300,9.5006,2.6776
2023-09-25,000015,上证红利,2942.0900,5.5800,5.5000,0.6300,9.5006,2.6976
2023-09-26,000015,上证红利,2928.7000,5.5600,5.4800,0.6300,9.5511,2.6951
2023-09-27,000015,上证红利,2914.0800,5.5100,5.4200,0.6300,9.6365,2.6877
2023-09-28,000015,上证红利,2915.8500,5.5400,5.4500,0.6300,9.5851,2.6751
2023-10-09,000015,上证红利,2909.4800,5.5300,5.4500,0.6300,9.6022,2.6702
2023-10-10,000015,上证红利,2881.8600,5.5100,5.4200,0.6200,9.6538,2.6811
2023-10-11,000015,上证红利,2872.8500,5.5200,5.4300,0.6200,9.6538,2.6976
2023-10-12,000015,上证红利,2895.1400,5.6200,5.5300,0.6300,9.5174,2.6911
2023-10-13,000015,上证红利,2896.7400,5.6800,5.5900,0.6400,9.4340,2.6702
2023-10-16,000015,上证红利,2906.6100,5.6900,5.6000,0.6400,9.4175,2.6777
2023-10-17,000015,上证红利,2907.5500,5.7100,5.6200,0.6400,9.3847,2.6882
2023-10-18,000015,上证红利,2886.0100,5.7200,5.6300,0.6500,9.3847,2.7052
2023-10-19,000015,上证红利,2839.4200,5.6100,5.5200,0.6300,9.5681,2.7177
2023-10-20,000015,上证红利,2820.0600,5.5700,5.4800,0.6300,9.6365,2.7052
2023-10-23,000015,上证红利,2788.6400,5.5400,5.4500,0.6300,9.6711,2.7047
2023-10-24,000015,上证红利,2809.0600,5.4900,5.4000,0.6200,9.7411,2.7177
2023-10-25,000015,上证红利,2828.5700,5.4700,5.3900,0.6200,9.7765,2.7052
2023-10-26,000015,上证红利,2844.0400,5.5300,5.4500,0.6300,9.6711,2.7152
2023-10-27,000015,上证红利,2852.9800,5.5000,5.4400,0.6200,9.6711,2.7133
2023-10-30,000015,上证红利,2812.5200,5.3800,5.3200,0.6000,9.8660,2.7141
2023-10-31,000015,上证红利,2822.9000,5.4100,5.3700,0.6000,9.7765,2.6938
2023-11-01,000015,上证红利,2819.4200,5.4300,5.3900,0.6000,9.7411,2.6853
2023-11-02,000015,上证红利,2826.7200,5.4700,5.4300,0.6100,9.6711,2.6553
2023-11-03,000015,上证红利,2809.7300,5.4200,5.3800,0.6000,9.7588,2.6613
2023-11-06,000015,上证红利,2795.6900,5.3600,5.3200,0.6000,9.8660,2.6554
2023-11-07,000015,上证红利,2797.8500,5.3900,5.3500,0.6000,9.8121,2.6632
2023-11-08,000015,上证红利,2798.0000,5.3800,5.3400,0.6000,9.8300,2.6464
2023-11-09,000015,上证红利,2820.6300,5.4600,5.4200,0.6100,9.7060,2.6494
2023-11-10,000015,上证红利,2814.0900,5.4700,5.4300,0.6100,9.7060,2.6444
2023-11-13,000015,上证红利,2819.5000,5.4600,5.4200,0.6100,9.7060,2.6454
2023-11-14,000015,上证红利,2809.3600,5.4600,5.4200,0.6100,9.7060,2.6573
2023-11-15,000015,上证红利,2821.5900,5.4700,5.4300,0.6100,9.6885,2.6633
2023-11-16,000015,上证红利,2822.2300,5.4800,5.4400,0.6100,9.6711,2.6558
2023-11-17,000015,上证红利,2812.7000,5.4600,5.4200,0.6100,9.7060,2.6524
2023-11-20,000015,上证红利,2817.3800,5.4800,5.4400,0.6100,9.6711,2.6584
2023-11-21,000015,上证红利,2829.9400,5.4900,5.4500,0.6100,9.6365,2.6684
2023-11-22,000015,上证红利,2823.6800,5.4800,5.4400,0.6100,9.6711,2.6823
2023-11-23,000015,上证红利,2846.4100,5.4900,5.4500,0.6100,9.6365,2.7023
2023-11-24,000015,上证红利,2848.2100,5.5000,5.4600,0.6100,9.6193,2.7053
2023-11-27,000015,上证红利,2839.8700,5.4800,5.4400,0.6100,9.6538,2.7108
2023-11-28,000015,上证红利,2837.7000,5.4800,5.4400,0.6100,9.6538,2.6898
2023-11-29,000015,上证红利,2822.5500,5.4600,5.4100,0.6100,9.7060,2.6826
2023-11-30,000015,上证红利,2833.0000,5.5000,5.4600,0.6100,9.6365,2.6680
2023-12-01,000015,上证红利,2844.4000,5.5000,5.4600,0.6100,9.6193,2.6625
2023-12-04,000015,上证红利,2848.0700,5.5100,5.4700,0.6200,9.6193,2.6725
2023-12-05,000015,上证红利,2811.7200,5.4500,5.4100,0.6100,9.7235,2.6650
2023-12-06,000015,上证红利,2810.4700,5.4000,5.3600,0.6000,9.8121,2.6725
2023-12-07,000015,上证红利,2813.9600,5.4100,5.3700,0.6000,9.7942,2.6640
2023-12-08,000015,上证红利,2819.9800,5.4200,5.3800,0.6000,9.7942,2.6636
2023-12-11,000015,上证红利,2863.7900,5.3600,5.3300,0.6000,9.9388,2.6440
2023-12-12,000015,上证红利,2877.2900,5.4200,5.3900,0.6100,9.8300,2.6375
2023-12-13,000015,上证红利,2854.7000,5.4000,5.3700,0.6100,9.8841,2.6226
2023-12-14,000015,上证红利,2857.9600,5.3900,5.3600,0.6000,9.9023,2.6376
2023-12-15,000015,上证红利,2838.0800,5.3400,5.3100,0.6000,9.9941,2.6227
2023-12-18,000015,上证红利,2836.8700,5.3800,5.3500,0.6000,9.9023,2.6126
2023-12-19,000015,上证红利,2831.5700,5.3900,5.3600,0.6100,9.9023,2.6191
2023-12-20,000015,上证红利,2824.9500,5.3900,5.3600,0.6000,9.9023,2.6222
2023-12-21,000015,上证红利,2813.0500,5.3800,5.3400,0.6000,9.9205,2.5901
2023-12-22,000015,上证红利,2803.9900,5.4000,5.3600,0.6100,9.8841,2.5877
2023-12-25,000015,上证红利,2807.2800,5.4300,5.3900,0.6100,9.8121,2.5678
2023-12-26,000015,上证红利,2787.0900,5.4300,5.3900,0.6100,9.8300,2.5804
2023-12-27,000015,上证红利,2802.3200,5.4700,5.4300,0.6100,9.7765,2.5577
2023-12-28,000015,上证红利,2782.7400,5.4100,5.3700,0.6000,9.8841,2.5694
2023-12-29,000015,上证红利,2797.8200,5.4300,5.3900,0.6100,9.8480,2.5553
2024-01-02,000015,上证红利,2838.8700,5.4500,5.4100,0.6100,9.7588,2.5601
2024-01-03,000015,上证红利,2877.6200,5.5400,5.5100,0.6200,9.6193,2.5531
2024-01-04,000015,上证红利,2901.0700,5.6000,5.5700,0.6300,9.5174,2.5368
2024-01-05,000015,上证红利,2909.1400,5.5900,5.5600,0.6300,9.5342,2.5175
2024-01-08,000015,上证红利,2883.2400,5.5800,5.5400,0.6300,9.5681,2.5136
2024-01-09,000015,上证红利,2899.8600,5.5900,5.5500,0.6300,9.5342,2.4862
2024-01-10,000015,上证红利,2883.6800,5.5500,5.5100,0.6200,9.6022,2.4982
2024-01-11,000015,上证红利,2858.2600,5.4700,5.4300,0.6100,9.7411,2.4992
2024-01-12,000015,上证红利,2867.7100,5.5200,5.4800,0.6200,9.6538,2.5172
2024-01-15,000015,上证红利,2885.5800,5.5500,5.5200,0.6200,9.5851,2.5212
2024-01-16,000015,上证红利,2898.5300,5.5900,5.5500,0.6200,9.5342,2.5252
2024-01-17,000015,上证红利,2860.8400,5.5300,5.5000,0.6200,9.6365,2.5077
2024-01-18,000015,上证红利,2841.1100,5.5200,5.4800,0.6200,9.6538,2.5092
2024-01-19,000015,上证红利,2821.0700,5.4900,5.4500,0.6100,9.6885,2.5027
2024-01-22,000015,上证红利,2732.6800,5.4700,5.4300,0.6100,9.7588,2.4922
2024-01-23,000015,上证红利,2766.6800,5.4800,5.4500,0.6100,9.7235,2.5042
2024-01-24,000015,上证红利,2833.1800,5.6100,5.5700,0.6300,9.5006,2.5042
2024-01-25,000015,上证红利,2910.0100,5.7000,5.6700,0.6400,9.3198,2.4984
2024-01-26,000015,上证红利,2949.5200,5.8000,5.7600,0.6500,9.1769,2.4994
2024-01-29,000015,上证红利,2963.0100,5.8600,5.8200,0.6600,9.0840,2.4940
2024-01-30,000015,上证红利,2928.1600,5.8100,5.7800,0.6500,9.1457,2.4557
2024-01-31,000015,上证红利,2932.6100,5.8600,5.8300,0.6600,9.0687,2.4330
2024-02-01,000015,上证红利,2900.1300,5.8100,5.7800,0.6500,9.1613,2.4354
2024-02-02,000015,上证红利,2906.8000,5.8600,5.8300,0.6600,9.0840,2.4244
2024-02-05,000015,上证红利,2917.7100,5.9800,5.9500,0.6700,8.9039,2.4002
2024-02-06,000015,上证红利,2964.4100,6.0100,5.9800,0.6700,8.8454,2.4525
2024-02-07,000015,上证红利,3012.0900,5.9500,5.9200,0.6700,8.9039,2.4153
2024-02-08,000015,上证红利,3009.3800,5.8900,5.8600,0.6600,8.9930,2.4379
2024-02-19,000015,上证红利,3080.7300,6.0900,6.0600,0.6800,8.7025,2.4344
2024-02-20,000015,上证红利,3125.8500,6.1600,6.1200,0.6900,8.6052,2.4134
2024-02-21,000015,上证红利,3119.7500,6.1900,6.1600,0.6900,8.5641,2.4119
2024-02-22,000015,上证红利,3174.7300,6.2500,6.2100,0.7000,8.4566,2.4033
2024-02-23,000015,上证红利,3156.4900,6.2700,6.2300,0.7000,8.4433,2.4009
2024-02-26,000015,上证红利,3089.3400,6.1000,6.0600,0.6800,8.6605,2.3789
2024-02-27,000015,上证红利,3105.2100,6.1100,6.0700,0.6800,8.6605,2.3809
2024-02-28,000015,上证红利,3087.3900,6.1000,6.0700,0.6800,8.6605,2.3376
2024-02-29,000015,上证红利,3116.5000,6.1200,6.0900,0.6900,8.6327,2.3375
2024-03-01,000015,上证红利,3115.6800,6.1400,6.1000,0.6900,8.6189,2.3675
2024-03-04,000015,上证红利,3137.4900,6.1600,6.1200,0.6900,8.5778,2.3475
2024-03-05,000015,上证红利,3156.5100,6.2700,6.2300,0.7000,8.4301,2.3169
2024-03-06,000015,上证红利,3156.2700,6.2000,6.1700,0.7000,8.5100,2.2650
2024-03-07,000015,上证红利,3175.3000,6.2400,6.2100,0.7000,8.4566,2.2776
2024-03-08,000015,上证红利,3196.5700,6.2400,6.2100,0.7000,8.4566,2.2825
2024-03-11,000015,上证红利,3162.2200,6.1800,6.1500,0.6900,8.5505,2.3050
2024-03-12,000015,上证红利,3085.8000,6.0000,5.9700,0.6700,8.8020,2.3476
2024-03-13,000015,上证红利,3071.7400,5.9800,5.9500,0.6700,8.8309,2.3326
2024-03-14,000015,上证红利,3077.9400,6.0100,5.9700,0.6700,8.7877,2.3425
2024-03-15,000015,上证红利,3074.8500,6.0000,5.9600,0.6700,8.8020,2.3200
2024-03-18,000015,上证红利,3058.9700,5.9700,5.9300,0.6700,8.8454,2.2926
2024-03-19,000015,上证红利,3052.2400,5.9300,5.9000,0.6600,8.8892,2.2801
2024-03-20,000015,上证红利,3061.7500,6.0000,5.9800,0.6700,8.8164,2.2951
2024-03-21,000015,上证红利,3066.7300,6.0200,6.0000,0.6700,8.7877,2.2851
2024-03-22,000015,上证红利,3064.9300,6.0400,6.0100,0.6800,8.7591,2.3051
2024-03-25,000015,上证红利,3075.1700,6.0900,6.0900,0.6800,8.7025,2.3151
2024-03-26,000015,上证红利,3066.3000,6.1100,6.1100,0.6800,8.6884,2.3175
2024-03-27,000015,上证红利,3062.5100,6.1500,6.1500,0.6800,8.6327,2.2876
2024-03-28,000015,上证红利,3053.3700,6.0700,6.0500,0.6700,8.7733,2.3026
2024-03-29,000015,上证红利,3081.0700,6.1200,6.0700,0.6600,8.6744,2.2901
2024-04-01,000015,上证红利,3074.6000,6.1300,6.0900,0.6700,8.6744,2.3082
2024-04-02,000015,上证红利,3094.2000,6.2100,6.1600,0.6700,8.6052,2.2927
2024-04-03,000015,上证红利,3134.3500,6.2200,6.1800,0.6700,8.5641,2.2837
2024-04-08,000015,上证红利,3139.7800,6.2800,6.2400,0.6800,8.4966,2.2822
2024-04-09,000015,上证红利,3126.3400,6.2200,6.1800,0.6700,8.5778,2.2802
2024-04-10,000015,上证红利,3140.4700,6.2500,6.2000,0.6800,8.5370,2.2972
2024-04-11,000015,上证红利,3177.8300,6.2500,6.2000,0.6800,8.5370,2.2928
2024-04-12,000015,上证红利,3171.1900,6.2500,6.2000,0.6800,8.5505,2.2837
2024-04-15,000015,上证红利,3235.4000,6.3900,6.3400,0.6900,8.3517,2.2798
2024-04-16,000015,上证红利,3237.5300,6.4400,6.3700,0.7000,8.2874,2.2723
2024-04-17,000015,上证红利,3293.8500,6.5100,6.4400,0.7100,8.2116,2.2608
2024-04-18,000015,上证红利,3312.5900,6.5400,6.4700,0.7100,8.1742,2.2537
2024-04-19,000015,上证红利,3316.8200,6.5800,6.5200,0.7100,8.1372,2.2540
2024-04-22,000015,上证红利,3238.7900,6.4700,6.4100,0.7000,8.2874,2.2435
2024-04-23,000015,上证红利,3189.8500,6.4600,6.3900,0.7000,8.3259,2.2260
2024-04-24,000015,上证红利,3187.2200,6.4300,6.3800,0.6900,8.3517,2.2727
2024-04-25,000015,上证红利,3206.3000,6.4700,6.4100,0.7000,8.3002,2.2612
2024-04-26,000015,上证红利,3177.0200,6.3900,6.3700,0.6900,8.4169,2.3084
2024-04-29,000015,上证红利,3147.1400,6.3700,6.3100,0.6800,8.4966,2.3530
2024-04-30,000015,上证红利,3155.8400,6.4400,6.3500,0.6700,8.4433,2.3028
2024-05-06,000015,上证红利,3173.1400,6.3900,6.3000,0.6600,8.0400,2.3081
2024-05-07,000015,上证红利,3176.1900,6.4200,6.3300,0.6600,8.0042,2.2896
2024-05-08,000015,上证红利,3195.2100,6.4800,6.3900,0.6700,7.9218,2.2955
2024-05-09,000015,上证红利,3206.6900,6.4400,6.3600,0.6600,7.9687,2.3186
2024-05-10,000015,上证红利,3221.4100,6.4500,6.3700,0.6700,7.9452,2.3122
2024-05-13,000015,上证红利,3229.4300,6.4600,6.3800,0.6700,7.9335,2.2900
2024-05-14,000015,上证红利,3217.9200,6.4100,6.3200,0.6600,8.0042,2.2938
2024-05-15,000015,上证红利,3212.6900,6.4100,6.3200,0.6600,8.0042,2.3020
2024-05-16,000015,上证红利,3220.5300,6.4400,6.3600,0.6700,7.9805,2.3147
2024-05-17,000015,上证红利,3240.7000,6.4800,6.4000,0.6700,7.9218,2.3077
2024-05-20,000015,上证红利,3277.0000,6.5000,6.4100,0.6700,7.8870,2.3105
2024-05-21,000015,上证红利,3290.3900,6.5500,6.4600,0.6800,7.8183,2.3141
2024-05-22,000015,上证红利,3291.7500,6.5600,6.4800,0.6800,7.7957,2.3123
2024-05-23,000015,上证红利,3246.3900,6.5300,6.4500,0.6700,7.8411,2.3063
2024-05-24,000015,上证红利,3225.0800,6.4900,6.4100,0.6700,7.8870,2.3134
2024-05-27,000015,上证红利,3282.3100,6.5700,6.4800,0.6800,7.7844,2.3084
2024-05-28,000015,上证红利,3274.1500,6.5800,6.5000,0.6800,7.7620,2.2994
2024-05-29,000015,上证红利,3279.4400,6.5600,6.4800,0.6800,7.7844,2.2776
2024-05-30,000015,上证红利,3251.0900,6.5100,6.4200,0.6700,7.8525,2.2826
2024-05-31,000015,上证红利,3254.8100,6.5100,6.4200,0.6700,7.8525,2.2926
2024-06-03,000015,上证红利,3233.4400,6.5200,6.4300,0.6700,7.8525,2.2853
2024-06-04,000015,上证红利,3242.6900,6.5100,6.4200,0.6700,7.8640,2.2854
2024-06-05,000015,上证红利,3202.9900,6.5000,6.4100,0.6700,7.8755,2.2808
2024-06-06,000015,上证红利,3211.4700,6.5300,6.4400,0.6800,7.8411,2.2828
2024-06-07,000015,上证红利,3232.3900,6.5400,6.4600,0.6800,7.8411,2.2833
2024-06-11,000015,上证红利,3172.3100,6.4300,6.3500,0.6700,7.9923,2.2791
2024-06-12,000015,上证红利,3221.1700,6.4500,6.3700,0.6700,7.9569,2.2760
2024-06-13,000015,上证红利,3184.6200,6.4500,6.3700,0.6700,7.9687,2.2678
2024-06-14,000015,上证红利,3180.6700,6.4600,6.3800,0.6700,7.9452,2.2558
2024-06-17,000015,上证红利,3138.5100,6.3800,6.2900,0.6600,8.0521,2.2609
2024-06-18,000015,上证红利,3148.8300,6.4000,6.3200,0.6700,8.0281,2.2537
2024-06-19,000015,上证红利,3137.6300,6.4500,6.3600,0.6700,7.9805,2.2429
2024-06-20,000015,上证红利,3145.8900,6.4900,6.4000,0.6800,7.9218,2.2445
2024-06-21,000015,上证红利,3139.7300,6.4700,6.3800,0.6700,7.9687,2.2571
2024-06-24,000015,上证红利,3100.6300,6.4800,6.3900,0.6800,7.9569,2.2451
2024-06-25,000015,上证红利,3106.9200,6.5000,6.4100,0.6800,7.9335,2.2350
2024-06-26,000015,上证红利,3108.3200,6.5200,6.4300,0.6800,7.9102,2.2225
2024-06-27,000015,上证红利,3103.1200,6.5700,6.4800,0.6900,7.8525,2.2081
2024-06-28,000015,上证红利,3113.6000,6.6100,6.5200,0.6900,7.8070,2.2058
2024-07-01,000015,上证红利,3182.7300,6.7200,6.6400,0.7000,7.6735,2.2486
2024-07-02,000015,上证红利,3189.8300,6.8300,6.7400,0.7100,7.5658,2.2369
2024-07-03,000015,上证红利,3162.9100,6.7700,6.6800,0.7100,7.6301,2.2426
2024-07-04,000015,上证红利,3145.3500,6.8200,6.7300,0.7100,7.5871,2.2502
2024-07-05,000015,上证红利,3128.9200,6.7100,6.6200,0.7000,7.7065,2.2754
2024-07-08,000015,上证红利,3108.0400,6.7400,6.6500,0.7100,7.7065,2.2904
2024-07-09,000015,上证红利,3132.7200,6.7800,6.6900,0.7100,7.6626,2.2698
2024-07-10,000015,上证红利,3052.4500,6.7200,6.6300,0.7100,7.7397,2.2707
2024-07-11,000015,上证红利,3043.0300,6.6700,6.5800,0.7000,7.7957,2.2648
2024-07-12,000015,上证红利,3029.4200,6.6800,6.5900,0.7100,7.7286,2.2604
2024-07-15,000015,上证红利,3067.8400,6.8200,6.7300,0.7200,7.5764,2.2541
2024-07-16,000015,上证红利,3048.6500,6.7500,6.6600,0.7200,7.6735,2.2613
2024-07-17,000015,上证红利,3029.2400,6.7100,6.6200,0.7200,7.7286,2.2598
2024-07-18,000015,上证红利,3035.0000,6.7200,6.6300,0.7200,7.7065,2.2673
2024-07-19,000015,上证红利,3014.7400,6.7000,6.6100,0.7200,7.7286,2.2614
2024-07-22,000015,上证红利,2986.8500,6.6300,6.5400,0.7100,7.8070,2.2461
2024-07-23,000015,上证红利,2960.0900,6.7100,6.6200,0.7200,7.7397,2.2322
2024-07-24,000015,上证红利,2961.2000,6.7500,6.6600,0.7300,7.6845,2.2381
2024-07-25,000015,上证红利,2952.5000,6.7100,6.6200,0.7200,7.7397,2.2168
2024-07-26,000015,上证红利,2933.7500,6.6000,6.5100,0.7100,7.8525,2.1944
2024-07-29,000015,上证红利,2941.1200,6.6800,6.6000,0.7200,7.7620,2.1574
2024-07-30,000015,上证红利,2928.5000,6.6600,6.5700,0.7100,7.8070,2.1480
2024-07-31,000015,上证红利,2954.7200,6.5700,6.4900,0.7000,7.8870,2.1494
2024-08-01,000015,上证红利,2955.5800,6.6000,6.5200,0.7100,7.8640,2.1297
2024-08-02,000015,上证红利,2950.2800,6.6000,6.5200,0.7100,7.8640,2.1277
2024-08-05,000015,上证红利,2910.3900,6.5600,6.4700,0.7000,7.9335,2.1376
2024-08-06,000015,上证红利,2901.7300,6.4900,6.4100,0.7000,8.0042,2.1491
2024-08-07,000015,上证红利,2910.7000,6.5200,6.4300,0.7000,7.9805,2.1414
2024-08-08,000015,上证红利,2923.6200,6.5300,6.4500,0.7000,7.9569,2.1810
2024-08-09,000015,上证红利,2910.0600,6.5600,6.4800,0.7000,7.9218,2.1986
2024-08-12,000015,上证红利,2931.4400,6.6100,6.5200,0.7100,7.8755,2.2508
2024-08-13,000015,上证红利,2935.0100,6.6400,6.5500,0.7100,7.8411,2.2255
